index,Search Term
207,1-(4-hydroxy-phenyl)-ethanone
18296,фуллерена
15677,Ta
750,"3-ethyl-2,4-dimethyl-2-pentene"
20548,HfS2
13704,PrIn
9031,In2O3
15476,SrTi2Bi2O9
10947,MgAl2O4 Crystal Structure
1991,alumel
11305,MnCuN
1532,Al-Eu
808,"3,3-dimethyl-1-pentene"
8282,GeAs
16295,Ti-Co
18862,consolidated hydrogen atom
12061,Natural latex
11995,namgf3
19725,"NiO, cif"
10153,Li2IrSi3
12662,NiC60 Crystal Structure
19509,mg3sb2
12333,Nd7Ni3
7670,Feild
19435,Li0.33MnO2
19473,Lu-Al-O
7372,Fe-La
5326,Cr3 Nb
1058,A Comparative Study of Incremental Selfconsistent and Eshelby–Mori–Tanaka Models for Estimating the Electroelastic Properties of Piezoelectric Polymer Composites with an Orthotropic Matrix
15471,SrTa2Bi2O9
1055,"9H-Carbazole, 9-phenyl-"
7896,functional plate
17845,Zn7Mn2Fe
3209,C17H24O3
12991,P (white)
11523,Mo5Sn3
10819,Mg-Fe
1647,Al-Y-Fe Phase diagram
1826,Al5CuTi2
14469,sb-cu
794,3-methylphenol
6994,ethanal
7311,Fe Ti
16870,triphenylamine
8469,H-BN
17565,ybaco4o7
10027,LC14_ZN2MG
13207,Pd-Sn
797,3-octyne
18988,cs3ubr6
5340,Cr3Ni5Si2
14683,SF4 lt
10190,Li3AlN2
8738,HfPtGe
9003,In C phase diagram
18875,consolidated lithium cobalt oxide
611,"2,2,4,6,6-pentamethyl-heptane"
6198,CuSnAsS3
4988,consolidated thallium gallium sulfide
6378,Diabète
16575,TiPd2In
16107,The Content of Heavy Metals in the Muscle Tissue and Liver of Some Species of Fish from the Lakes of the “Smolensk Lakeland” National Park.
7808,Filtre multi niveaux
5424,CrS3
17987,Zr-Sc-O
19554,MnGa4
11498,Mo2S3 1T
16031,terflon
19420,LaNi5
3672,CaZnOS
3235,C2H5OH
6200,CuSnSbS3
2708,"Benzene, pentabromo-"
10816,Mg-Cu
10200,Li3Eu3Te2O12
4268,Co-Bi
14322,Roussin's-Red-Salt
15068,Sn upper critical field
4056,ceru2sn2zn18
2313,b co fe
11756,"N,N-dimethylmethanamide"
14907,SiO2 sound velocity
8827,Ho2Ge3
16618,titanium oxide crystal structure
1358,AgTm
19895,sc-I
569,2-methylbicyclo[3.2.1]octane
15308,Sr2Ge crystal structure
9689,La-Ga
3107,"butane-1,4-diol"
15936,TbH phase diagram
12976,oxalyl dichloride
13149,PBS solubility parameter
5749,Cu Ca Bi
5652,CsCr2As2
5666,CsGeCl₃
3797,Ce-P
21306,Hexabromobenzene
4579,consolidated bismuth iodide
3763,Ce Ta
19789,phase diagram Fe-B
3194,C12H25
8247,"Ge-Fe, binary"
21278,Fe-Sn
1345,AgRuO
9385,"K2O-SiO2 , thermal expansion"
19824,Pr3Co transitions
12104,nb-ga-c
17797,Zn-Se phase diagram
19545,Mn4Si7
13041,paracetamol'
4765,consolidated iron diselenide (ferroselite)
7073,Eu Br Cs
6013,Cu3MgTe2
3429,CaAs phase diagram
20733,SrFeO3
12099,Nb-Bi
20692,PLA
11311,MnGe
16607,Titanium dioxide
13723,Producción animal
21111,Ge
11475,Mo-Te
17199,W-C-Zr phase diagram
10617,manganese oxide
14836,silicon band structure
19688,Ni Fe Ga
9315,Jd
21210,Ni-Ti
14416,S-glass
10613,manga
16104,the binary liquid mixture of water and ethanol
11892,na3ini6
13359,Phase diagram of the Cr-Zr
1237,Ag-Fe
15196,sodium hydroxide
10949,MgAlZn
12187,NbB2
14615,SD1700549
14584,schottky
13667,PrAl3
158,(z)-4-aminopent-3-en-2-one
15696,Ta Mn
179,[NI(NH3)6]SO4
12402,New Series Ⅲ/19d2
17657,YMnO3
7258,Fe Co cl58
19695,Ni-Fe-Si
8770,HgGeTe crystal structure
1414,al cu si
3242,C36H26 (sexiphenyl)
157,(Z)-4-aminopent-3-en-2-on
14117,RbI crystal structure
12749,Niobium carbide
10348,limnpo4 memm
4838,consolidated magnesium zinc oxide
2624,BATIO3 Space group CPMSM
432,123472
15670,"T. Lçffler, H. Meyer, A. Savan,"
6059,CuAlMn
4983,consolidated tellurium dioxide
5288,Cr2 crystal structure
3412,ca5(po4)3f
8509,h2s
70,(cn)2 4h2o
13059,Pb I
11869,Na2Te crystal structure
17699,YVO3
19106,ethyl acetoacetate
6861,Environmental Management Systems
3014,Bn crystal structure
9443,k3ndi6
5167,CoSn2S
19948,SmBi
18288,Стойкость изложниц
4001,CeO2/Ce2S3 modified carbon nanotubes as efficient cathode materials for lithium-sulfur batteries
10573,M3C2
12676,Nickel superalloy crystal structure
21234,Ba0.5Sr0.5Co0.8Fe0.2O3
17508,"Yamauchi, Y.; Kuroda, K. Chem. Asian J. 2008, 3, 664."
15126,SnAg1.8
13142,Pbr3o bond angle
7584,Fe3Ta
602,"2,2-dimethylpropane nitrile"
5262,Cr-Sb
2488,BaCo2As2
5012,consolidated titanium nitride
552,2-methyl-2-nitro-1-propanol
2687,"benzaldehyde,"
6577,"DR Orvos, Versteeg DJ, Inauen J, et al. Aquatic toxicity of triclosan. Environ. Toxicol. 404 Chem. 2002;21:1338-1349."
19875,RhTe2
1214,ag fcc
5067,consolidated zinc antimonide
9694,La-Mn phase diagram
19566,Mo
17079,v4zn5
5063,consolidated zinc
18848,consolidated copper
1928,AlN bandgap
2250,Au-Ti-Sn
18398,1-methylcyclohexene
15280,Sr-Cu phase diagram
12438,Ni lattice constant and thermal expansion coefficient
5467,crystal structure of V2O5
7131,EUCd2P2
6345,depresión
8382,gold fcc
13911,PuN2 crystal structure
14049,rb3lui6
18422,2-ethyl-1-pentene
19273,H2TI3O7
7111,EuAl
14445,SAP
7065,EtMe3Sb[Pd(dmit)2]2
5995,Cu2Te
714,2h-mos2
19283,hexyl acetate
20245,ZrO2 strength
6946,Erosion Coatings
15648,synthesis of (z)-4-aminopent-3-en-2-one
10937,Mg5Eu
2808,Bi(111)
14577,ScGe2
13421,phosphorus tribromide
20908,CsPbI3
19793,phase structure of melt-processed PLA/PMMA blends
2177,Astm a193 b16
17484,Y3MnAlS7
16706,tlmni3
1471,Al-As
11736,n-si-y-o
17653,YMn2
5010,consolidated titanium nickel (2:1) intermetallic compound
8556,HDPE
14157,rbvcl3
2782,Bi-Cr phase diagram
5808,Cu-Al
13043,Paraffinum
18305,الحقوق
943,4140
19096,ErMn6Sn6
19454,LiI crystal structure
846,36MnVS4
7789,FeTiO3
17558,YBa2Cu3O6
4885,consolidated nickel sulfide (millerite)
14407,s
18499,al crystal structure
17586,YbH3
5413,CrO3 Fe
12327,Nd5Mo3O16
20880,consolidated graphene
17717,zeolite NaX
6870,Epidote
11080,Mn - Pt neel
16411,Ti3C2
16026,terephthalic acid
9455,k3sbbr6
18608,Ba3Ta6Si4O26
10669,mean free path and resistivity of Nb
4587,consolidated bismuth(iii) telluride
11621,Morphine
8149,Gd7Ru3
17405,Y Ta
20861,Co
8479,H-Y
3200,C14H16N2O2
3492,CaGe2 crystal structure
6889,Er-Fe
19480,LuFeO3 crystal structure
6920,ErBi2
13812,Pt-Pd-Cr
8054,GaS crystal structure
1807,Al3ScTi
1277,ag3smbr6
14044,rb3lai6
1597,al-ni-si thermo model
5841,Cu-ETP
19976,sralsi
6730,Effects of Zn in sludge-derived biochar on Cd immobilization andbiological uptake by lettuce
18333,刺激响应荧光材料
774,3-hexene
10374,LiNi0.5Mn1.5O4 P4332
3752,CdTe zinc blende
13674,PrCd2As2
5997,Cu2Ti4O1
17638,YFe2
11673,MS2 phage
2213,Au crystal structure
5939,Cu(NO3)2
8455,Gu
18193,αMnO2
19465,LiT crystal structure
702,2CaOSiO2
12820,no2
3030,bond energy Si
4806,consolidated lithium
1173,active carbon
10928,Mg3Ta2O8
5640,CsCl
18276,Н(Mg2(SiO4))8
5977,Cu2O crystal structure
15448,SrRb phase diagram
19604,Na2/3-Mn2/3-Ni1/3-O2
4346,Co11Pr24
10309,LiGe2(PO4)3
2028,Ammonium Phosphomolybdate
6331,densisty of water
7768,FeSi
17902,ZnS Crystal Structure
11296,MnCo2O4 conductivity
435,126-33-0
19137,Fe-Ga
8613,hexadecamethyl-cyclooctasiloxane
4640,consolidated chromium triiodide
18527,Al-O
11909,Na3VCr(PO4)3
3377,Ca2Y8Si6O25
20670,Ni-In
973,5-phenyl-3-hexene
20328,Ba0.5Sr0.5Co0.8Fe0.2O3
5871,Cu-N
12335,NdAl
7382,Fe-Mo
5337,Cr3Ir
18411,"1,4-Dihydro-quinoxaline-2,3-dione"
3462,CaCu3Mn2Os2O12
14826,silicene
18723,Carbon AG5-HNO3
3638,CaSmelting point
5498,Cs2AgBiBr6
6397,diamond lattice constant and thermal expansion coefficient
7980,GaBr3
16813,trans-betenodioic acid
17425,Y-N
764,3-ethyl-heptane
15982,Te crystal structure
9727,La0.6Ce0.4O2
18224,γ-Al2O3
9998,LaSrAlO4
11740,n-tetradecane
7761,FeSe crystal structure
13817,Pt-W Binary Phase Diagram
6844,Enterobactereaceae symbiont as facilitators of biological invasion: review on Tephritidae fruit flies
13132,PbO H3BO3
14762,Si-Ta-C
7743,FES
17373,wustite
11427,Mo Si
4195,"cis-1,2-dibromo-cyclohexane"
5891,CU-RU
5921,Cu-Y
18403,"1,1,1-trichloro-propane"
6353,Design of a novel HSLA steel with a combination of high strength (140–160 ksi) and excellent toughness
9249,Iridium hydroxide
12314,Nd2O3
2991,BiTaOS
10963,MgCl2 TaCl5
18172,α-Fe2O3 crystal structure
2526,BaMn2P2 density
843,3333 Charge carrier mobility
4678,consolidated copper(i) selenide
15661,S不
8832,Ho3Co crystal structure
10386,lino0.5mn1.5o4
3211,C17H26O10
14400,Rutile
9000,Improving the device performances of two-dimensional semiconducting transition metal dichalcogenides: Three strategies
10583,machine learning
277,1-methyl-cyclohexanol
2493,BaCu3Te2
5735,CsVSe
2221,Au Si binary phase diagram
6105,cufes
7622,FeAs2Te4
19287,Hf-O crystal structure
14738,Si-Cr-C
595,"2,2-dimethlypropyl benzyl ether"
9115,InGaAs/GaSb
12609,Ni3Se2
13850,Pt6In5
19013,cu-ge
14793,SiC Ag
6313,deep drilling BTA
19935,SiO2 Crystal Structure
18962,Cr-Zr-O
11950,Nachhaltigkiet
17027,V-Fe
19266,H-Ti
20176,YbCo2
9824,La7Ir3
10718,Methanesulfinic acid
30,"""rain management"""
18033,Zr3O4
15213,SOF2
15303,Sr2Fe1.8Mo0.2O
9835,LaAlO3
10281,licocl3
5802,Cu-Ag Binary Phase Diagram
3762,Ce Pd Pb
5402,CrNbS
2816,Bi2.5Li0.5Nb2O9
9190,invar
19847,PtSe2
21067,aluminum
6944,ErNi2Al3
17965,Zr-Cu
7829,Fluoranthen
11714,N-Ethyl-N-methyl-2-methyl-1-propanamine
6074,Cubic ZrO2
11094,Mn Hf
10199,li3eri6
6230,Cyclic and Fatigue Behaviour of Rock Materials
5292,Cr2Al
10406,liquid gold self-diffusion
11057,MIL-100
6474,Diiodosilane
20716,Sm-Ru-Ga
1689,AL13CR2
6195,CuSn crystal structure
11342,MnO-P2O5
4515,conductivity > 1
19570,Mo-W phase diagram
21238,CaTiO3
5417,cross-cultural
6336,density ethanol
11641,MoS2 structures
11904,Na3V(PO4)3
15286,Sr-Zn phase diagram
13706,Principios de contabilidad
9494,Kalium antimonat
11199,Mn2N
409,10.1557/jmr.1998.0411
14431,sadistic children
12250,NBSN2
4380,Co2O3
16345,Ti-W-C2
1346,AgS
21115,InAs
6995,"Ethanamine, N-methyl-N-nitroso"
10620,manifestaciones escritas
18203,β-FeOOH
12159,Nb3Cl3Se10
7944,Ga-Y
18720,Carbon
18074,ZrFe2
15198,sodium hydroxide heat capacity
13299,peridynamics
6069,CuBF4
1390,Al 550
10021,LaWO0.6N2.4 structure
7467,Fe0.91-Cr0.09 Crystal Structure
8238,Ge thermal conductivity
12152,Nb2O5 Ta2O5
20941,InSb
18533,Al-Ti
17261,water refractive index
692,23074-42-2
3144,C-Cu-Fe ternary
17607,YbPr2S4
4426,CoAl
21303,Fe-Mo-Si Isothermal Section of Ternary Phase Diagram
17302,Wheel-leg disaster detection vehicle
18021,Zr2Si1
6444,Diethylene glycol dimethyl ether
3975,CeMgPb
5093,Construction of high-performance magnetic sensor based on anisotropic
8683,Hf-Yb-O
16958,UN2
1668,Al(OH)4-
6602,Dy-Al-Cu
10279,LiCl Crystal Structure
6078,CuBr
7524,Fe2TA
1094,A1050
9862,LaCo4Sb12
5342,Cr3O4
7695,FeO CRYSTAL STRUCTURe
4173,Chromium
15124,Sn5Ti6
11518,Mo5Ga3
4852,consolidated manganese selenide
7010,ethanol formula
4167,chromatography
18786,Chloroacetylene cation
7182,EW110
10763,"Métodos cuantitativos para los negocios, Anderson, D.; Sweeney, D.; Williams, T., Treceava edición. Año 2016,International Thomson Editores"
6175,curie temperature
13129,PbIBr
880,4-bromooctane
7227,fcc_a1
3452,CaCl2 TaCl5
9352,K-Te phase diagram
13657,Pr5Co2 Crystal Structure
10007,lattice parameter
8810,Ho-Ga-Co
8935,hydrocalumite crystal structure
9648,L21 Crystal Structure
19047,CuSe
5479,cs
8495,H2O
13006,P-S
11767,N2 raman
5902,Cu-Si diagram
140,(trifluoromethyl)-peroxynitrate
19933,SiO2
17758,Zn crystal structure
19993,SrVO3
3017,Bn sound velocity
7858,Formation of Cube and Goss Texture After Primary Recrystallization in Electrical Steels
10128,Li1.2Mn0.54Co0.13Ni0.13O2
21227,W-Re phase diagram
9807,La3TiSb5
4705,consolidated gadolinium orthoferrite
15025,SmGA
16016,Tensile strain-hardening behavior of polyvinyl alcohol engineered cementitious composite
10412,LitaO3
14800,SiC-21R
8592,heptadecane crystal structure
1367,air screw
19499,Mg-Nd binary phase diagram
570,2-methylbutanal
7230,fd3m
8741,HfSe
21090,consolidated silver
6032,CU4TI
15704,Ta Ru
16702,TlMnBr3
10914,Mg38Sr9
11823,Na0.67Mn0.67Ni0.33O2
14283,RhMn3
18229,γ-Fe2O3
18768,Cellulose surface modification
5319,Cr2Si2Te6
6293,Db
20164,Y3Co transitions
4020,CePt3Si
7368,Fe-Ho
4851,consolidated manganese phosphide
7340,Fe-Cr Binary Phase Diagram
4113,CH–6354 Vitznau
11255,Mn3SiIr
10528,LuCo6Ge6
14010,Rb2SnI6
15170,SnTe crystal structure
1224,Ag-Ag-S
19139,Fe-Ge-Te
4754,consolidated iron
18634,BCC Fe crystal structure
9275,iron telluride selenide
11570,mofe2
538,2-hydroxybenzaldehyde
8269,ge3N4(Ge3N4 rt)
10294,LiFe2SbO6
1279,Ag3Sn melting point
11516,Mo4O11
17033,V-Mn
12948,Organic modification of metal surfaces
7748,FeS2
9554,kGa2O3
12483,Ni-Ce
7050,ethylene glycol
11778,Na Co K
844,3512c
3907,ce6ru0.18ga2.82
8477,H-TaH
19481,LuH2
16381,Ti2Cu
7843,fluorocyclobutane
5537,Cs2SeBr6
16141,The Red Colobuses Monkey: A New Nature–Inspired Metaheuristic Optimization Algorithm
15157,SnSb
5744,CU
26,"""Liquid-liquid extraction"" AND ""indium"" AND ""acid"""
8388,GPT 2 image generation
8475,H-Ta
5300,Cr2Ge2Si6
11377,MnSeTe
16290,Ti-C-Co
7813,Finite and Boundary Element Tearing
13395,Phenyl amine
14797,SiC lattice constant and thermal expansion coefficient
3620,CaRuO3
21148,phase diagram
1879,AlF3 tet1
9625,KV3Sb5
1327,AgInSe2 structure
1999,Aluminium
5532,Cs2S
597,"2,2-dimethyl-butane"
20141,W-O
10554,LuScO3
14389,RUS2
4366,co2cual
5081,consolidated α-tin (gray tin)
14822,Silaformaldehyde
7857,formation energy of orthorombic PrMnO3
17686,YTe2
2962,Bis(trimethylsilyl)carbodiimide
7887,Fullerene C60
7316,Fe-Al Binary Phase Diagram
3333,Ca-Sb
9857,LaCo2 magnetic transition
1998,Aluminium
16541,TiNiO3
19881,RuO2 crystal structure
18231,γ-Mo2N
18072,ZrF4
16054,tetradecyne
18127,ZrOF
18311,الوقود الحيوي
14511,SbCl3
17336,WS2 1T
7891,Fully Ceramic Microencapsulated (FCM) Replacement Fuel for LWRs
14922,Sistemátic
17389,Xenon
18053,ZrBr3
7800,FGM
4091,CeScSi
13430,photolithography-based microfabrication
360,"1,3,4-heptanetriamine"
6634,Dy4Co3
3275,C6H10O3
14080,Rb4P2S6
14647,selenium
17522,Yb-C
19697,Ni-O
13112,PbBr2 growth
13524,poly(ethylene furanoate)
11492,Mo2C crystal structure
17166,VSiGe
3247,C3H4O3
17597,YbMnBi2
10423,lithium battery
18530,Al-Sc-Zr
686,2219 Al alloys
2880,bicyclo[2.2.1]heptane
12972,osteoporosis
1953,Alp
3530,CaNbO2N
14059,rb3pucl6
5553,Cs3C60
10188,Li3Al(MoO4)3
10728,methoxytrimethylsilane
10831,Mg-Gd-Zr
13044,parasite
12812,NMR Data for Carbon-13 · C8H6
2656,BCC Fe
11769,N2S4
18273,лечение гепатита С ВИЧ-инфекции
21069,B
4961,consolidated sodium titanium oxide Yakubovich
2046,Analysis of teachers' professional competence
18188,"α,2,4-trichlorotoluene"
7580,Fe3Si5
4498,composites
15337,Sr3Al2O7
21249,CuI
4066,ceru4b4
6535,dissolution rate
13337,phase diagram Fe-Ni
15705,Ta Sc
4750,consolidated indium selenide
7094,Eu-Te phase diagram
1236,Ag-CuO phase diagram
8744,HfSiS crystal structure
20486,ethyl acetate
10396,LiOsO3 structure
14706,Si C O
8758,HgBa2CaCu2O4
6367,"Development of flapping wing micro airvehicles-design,CFD,experiment and actual flight"
15131,SnBiIn
1802,al3ni mechanical properties
573,2-methylpentane
20935,Graphene
12998,p-bromophenol
6040,Cu6Sn5
299,"1-propyl-1,3-cyclopentadiene"
9870,LaCr[C2O4]3[H2O]10
11893,na3ircl6
11401,MnZrO3
5383,CrGa
8233,Ge phonon dispersion
11725,"N-methyl-N-2,4,6-tetranitrobenzenamine"
15895,Tb3Co
19989,SrRuO3 Crystal Structure
4901,consolidated palladium diselenide
17608,YbPtAs
19122,F-Li-Y
21225,Ti
12574,Ni2P
4774,consolidated iron trichloride
20601,martensite
8338,GeTe crystal
13944,PZT
9144,InP refractive index
13963,"Química, la ciencia central"
3387,Ca3Al2Si3O12
5758,Cu Crystal Structure
5925,Cu-Zn phase
18598,B2O3
6465,Difluoroacetylene
1126,"Acetamide, N-((4-aminophenyl)sulfonyl)-"
8845,HoAl
20013,Tb-Fe
1192,Advertising Attitudes and Advertising Effectiveness
6518,diphenylmethane
20437,copper
3379,Ca2Zn
12308,Nd2MoO6
17383,X40Mn19CrAl
15804,TaOBr2
14507,Sb4
5896,Cu-Sb phase diagram
14272,RhCl6
19325,InAs phase
21168,Ag-O phase diagram
5739,CT
10162,Li2O
7570,Fe3O4
15693,Ta lattice parameters
13599,pot
17128,viscosity
1608,Al-Sc
16677,TlBaCaCuO
4049,CeRu2As2 structure
17054,V2Cu3Sb4
1623,AL-SI-TI
11447,Mo-Fe phase diagram
11025,mgsio3
15093,Sn-Sb
5776,Cu Mo Al phase diagram
18671,BP
691,230
2473,BaAs
17810,Zn(OH)3
14560,Sc4Mn
18711,CaFe2As2
11668,MoTe2 crystal structure
12118,Nb-P-B
5142,CoPt
20808,ZnS structure
12442,Ni P phase diagram
20478,DyPbSb
5041,consolidated tungsten trioxide
335,"1,2-dichlorocyclopentene"
16003,teil
5496,Cs2AgBiBr6
15079,Sn-Cu-In phase diagram
16531,Tin gadolinium telluride
9309,"J. B. Goodenough, Ladolt-Börnstein Tabellen, vol. 11/9"
10594,magnesium bromide
6188,CuSbTe2
15043,SmV3
11209,Mn2Si2Te6
15496,SRTIO3 STURCTURE
12251,NbTe
2813,Bi0.5Rb0.5TiO3
18447,3-chloro-1-propyne
1549,Al-Hf phase diagram
6410,Dibenzothiophene
9632,KY2F7
8411,graphene Crystal Structure
9720,La0.1Ce0.1Ni5
16008,Tellurium affinity
9360,K0.5MnO2
7056,Ethylene sulfite
11104,Mn Ni Fe thermistor
8844,HoAgSe2
10178,Li2SiS3
2281,austenite fe
7003,Ethanol
14492,Sb2O3
2685,benz[a]anthracene
1204,AG
17482,Y3Ir4Ge13
18084,ZrMn6Ge6
20001,Ta crystal structure
10193,Li3BN2
13276,Pentan-1-ol
1001,6242
15921,TbCo3 transitions
12101,Nb-Cu
6330,Dencity of pure 3-ethyl-hexane
11292,MnCo2Al
10001,LaSrNiO4
13346,Phase diagram lithium oxide
583,2-phenyl-pentanenitrile
9851,LaBr3
8857,HoCu5
21034,TiAl
21323,HfO2
12556,Ni23Zr6
9918,LaNaS2
10611,management of fixed assets
18692,Ca₁₂Al₁₄O₃₃
1342,AgPbBiTe3
13019,p2O5 lattice
20162,Y2Zr2O7
6510,Dinitrogen tetrafluoride
9651,La Al phase diagram
7259,Fe Co Cr
18468,8CB
20504,FeCr2O4
7125,EuB6 transition
13838,Pt3Ta crystal structure
6464,Diffusions constants in Iron
749,"3-ethyl-2,2-dimethylheptane"
3120,C 6 H 9 N 3 O 2
13109,PbBr2
1718,AL22MO5
2034,An efficient geometric constraint handling method for surrogate-based aerodynamic shape optimization
6821,EnDOtec® DO*30
4283,Co-Fe-Cu-S
13767,PrTe2
14115,rbhgCl3
16559,TiO2 crystall
12082,NB
20044,Ti-56Ni
7264,fe cr corrosion
1323,AgI
19124,Fe
15081,Sn-Fe phase diagram
17946,Zr shear modulus
18610,BaAl2Si2
17068,V3O5
8944,hydrogen isocyanide
17032,V-Ir
15111,Sn2NbTiO6F
1575,Al-Mn-Si-O
1955,AlP3O9
5110,CoO2
377,"1,4-epoxy-p-menthane"
13506,Political Reform in Post Mao China
18210,β-MnTe
13188,Pd Pb
15859,Tb-H
10646,Material discovery
450,1634-04-4
10486,Lu Sn
4245,Co faraday effect
6067,CuB2O4
10582,machine asynchrone la m
2357,B-V-SI
20711,silver
6271,D2 stahl
4338,Co(OH)2
8837,Ho4Co3
14334,Ru-Ge
18141,ZrS3
14915,SiP2 crystal structure
14479,Sb-Te phase
484,2 Hydrogen-1 NMR. Introduction and Chemical shift. Substance no. 1ff
13375,"Phase Equilibria, Crystallographic and Thermodynamic Data of Binary Alloys: K-O . Y-Zr"
16595,Titan
11983,nahgbr3
12592,Ni3Al thermal expansion
7597,Fe5GeTe2
9339,k-N2
3855,Ce2SO2
16903,Tuta absoluta livre
20216,Zn-Sn
1612,Al-Si
7463,Fe0.25TaSe2
7210,factor graph navigation
16098,THA
12451,Ni W O
3445,cacl
9233,"Ir, work function"
11638,MoS2 dielectric constant
4624,consolidated cesium trichloroplumbate(ii)
16419,Ti3Ni
19237,GdCo2 magnetic transitions
12514,ni-mo-si
18545,Al3Li
55,"(1,1-dimethylethyl)benzene"
31,"""Rare earth chalcogenides"""
15117,SN3P4
18647,Bi Zr
9154,InSb polish
12580,Ni2Ti4O1
4453,CoCr2Al
10546,LuNH
8724,hfo2
14537,sc-I-O
19100,ethane
2567,BaPt4Ge12
12549,Ni(NH3)4(NO2)2
1026,7758-87-4
15099,Sn-te
13054,PAULING FILE Multinaries Edition – 2012
19639,nayf4
2363,B.Sutherland Localization
3057,Brecht
20289,al
3710,CdCO3
7686,FeNi2S4
745,3-ethyl-1-pentyne
13050,Particle collision rate in turbulent flow
15177,SNV3
16370,Ti2Al(C0.25N0.75)
17753,Zn cl hf
2265,AuBi
19863,Re-Ta phase diagram
10242,Li7La3Zr2O12
13589,PoN Crystal Structure
11815,Na–Al-Cl
12125,Nb-Se
8224,GdTiGe
10262,LiBaF3
16284,Ti-Al-Mg
15975,Te
18611,BaAs phase diagram
20727,Sr3Ga2Ge4O14
9769,La2Ni2Al
9326,Journal of Clinical Psychology
11560,Modeling parallel parking a car.
2096,aragonita
1539,Al-Fe-Ni phase diagram
21195,FeO
9461,k3si4o9
2101,Arbeit
5685,csmnCl3
11580,molecular dynamics Tensile properties of epoxy
17360,WSeTe
3072,Brooks 2020
15011,SmCo7N2
2802,Bi-Te
7068,Etude des systèmes de l'amplification dans les réseaux de transmission optiques
5717,CsSrCl3
11244,Mn3N2
15755,Ta3O
9208,iodine heptafluoride
17498,Y5Rh4Si10
10149,Li2CO3 Crystal Structure
6081,CuCd phase
16241,Ti Crystal Structure
3203,C16 phase martensite
13288,Pentyl nonanoate
6228,Cybersecurity and Artificial inteligence
9684,la-cu
14581,ScH3
4717,consolidated gallium sulfide
10671,Measuring and mapping endemism and species richness: a new methodological approach and its application on the flora of Africa
11917,na4feo4
9868,LaCoO3 structure
8677,Hf-Ta phase diagram
19843,PtBi2
7116,eual2si2
7350,Fe-Cs-O
5718,cssrF3
12640,NI9S8
11953,Nacl
18201,β-cristobalite
11084,Mn Bi phase diagram
7741,FeS
11680,multifilamentary superconductors
16679,TlBiTe
18307,الطلب
20342,BaZrO3
16784,toungsten
5727,CsV3Sb5
9675,La vida en la tierra
17857,ZnCl2-H2O
13388,PHenanthren
20813,ZrC
5351,Cr4Al13Si4
5469,crystal structure SmFe7
6511,diphenyl ketone
17022,V-Cr-Fe phase diagram
6408,"dibenzo-1,4-thiazine"
6327,delta-Ga2O3
2672,Be12W
13703,price nb
11777,Na Cl H
10343,LiMnO2
6992,Et
16056,tetraethylene glycol
14908,SiO2 TiO2
9877,LaFe12B6
20026,Te crystal structure
14880,Silver vanadate
12847,nylon
10407,liquid gold selfdiffusion
10176,Li2SiN2
1687,Al13
11290,MnCe
2091,applications of deep learning in agriculture
18744,cdte
7490,Fe2B Crystal Structure
13603,potassium ferricyanide crystal structure
17933,Zr crystal
19324,InAlN
3514,Calcopirita crystal structure
1453,Al Ta
9460,k3si4o8
19179,Fe5GeTe2
14391,RuSi
11203,mn2o7 entropy
15621,summarize
1838,al8cemn4
9213,ionization energies silicon
12361,NdFeO3
7542,Fe3C
3009,black Phosphorus
10555,Lussen red salt
4985,consolidated terbium
10764,Mexican companies
2206,AU
12059,Natrium iodide (NaI) 6Li
21076,ceO2
9486,k6si4o11
19654,NbN
21083,consolidated iron
17056,V2H crystal structure
17437,Y-te phase diagram
19694,Ni-Fe
12176,Nb4N5
6386,diamond
16797,trans butenedoic acid
16508,TiH
7261,Fe Co phase diagram
16689,tlfeCl3
2492,BaCu2As2
20747,Ta2O5
11461,Mo-Os
11793,na-Bi
14043,rb3irbr6
8611,hexachlorodisilane viscosity
21372,ZnO
9948,LaNiC2
296,1-propanol
7657,FeGe structure
19820,PPo Crystal Structure
12803,nitrous acid
6921,ErBiTe3
7037,ethyl laurate
12730,NiMnTi
5812,Cu-Al-Mn phase diagrams superelastic
6708,ECL
16125,The impact of climate change on the oceans
9984,LaRuSi
8064,GaTaO7
14344,Ru-W
4990,consolidated ti
15604,sulfide superconductor
9232,Ir-Zn phase diagram
